File name, Expose DP comm, Expose DP_EP comm, Expose TP comm, Expose_EP_comm, Expose_PP_comm, bubble time, total comp, total exposed comm, Total time
test1, 3240446 (71.98%), 0 (0.00%), 44672 (0.99%), 271381 (6.03%), 0 (0.00%), 0 (0.00%), 1 (0.00%), 4501749 (100.00%), 4501750
layer_name,test1,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,algbw,busbw,wg total comm,algbw,busbw,ig total comm,algbw,busbw,workload finished at
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
attention_column,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
attention_row,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,inf,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,3.184000,0.000000,0.000000,3.184000,1.198083,0.599042,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
attention_column,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
attention_row,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,inf,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,3.184000,0.000000,0.000000,3.184000,1.198083,0.599042,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
attention_column,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
attention_row,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,inf,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,3.184000,0.000000,0.000000,3.184000,1.198083,0.599042,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
attention_column,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
attention_row,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,inf,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,3.184000,0.000000,0.000000,3.184000,1.198083,0.599042,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
attention_column,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
attention_row,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,inf,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,3.184000,0.000000,0.000000,3.184000,1.198083,0.599042,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
attention_column,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
attention_row,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,inf,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,3.184000,0.000000,0.000000,3.184000,1.198083,0.599042,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
attention_column,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
attention_row,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,inf,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,3.184000,0.000000,0.000000,3.184000,1.198083,0.599042,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
attention_column,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
attention_row,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,inf,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,3.184000,0.000000,0.000000,3.184000,1.198083,0.599042,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
attention_column,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
attention_row,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,inf,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,3.184000,0.000000,0.000000,3.184000,1.198083,0.599042,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
attention_column,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
attention_row,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,inf,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,3.184000,0.000000,0.000000,3.184000,1.198083,0.599042,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
attention_column,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
attention_row,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,inf,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,3.184000,0.000000,0.000000,3.184000,1.198083,0.599042,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,52.000000,0.000000,52.000000,52.000000,600.961548,300.480774,0.000000,-nan,0.000000,52.000000,600.961548,300.480774,4501750.344000
mlp_moelayer,test1,0.001000,0.001000,0.001000,1060.081000,0.000000,1060.081000,1060.081000,14.739440,12.897010,0.000000,-nan,0.000000,1060.081000,14.739440,12.897010,4501750.344000
attention_column,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,-nan,0.000000,4501750.344000
attention_row,test1,0.001000,0.001000,0.001000,27.580000,0.000000,0.000000,27.580000,566.533691,283.266846,0.000000,-nan,0.000000,0.000000,inf,0.000000,4501750.344000
